BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
07-51075,Ville d'Auby,None,"M. Kaczmarek, maire d'Auby",,,25 rue Léon Blum,59950,Auby,,(+33) 3-27-99-60-60,,(+33) 3-27-99-60-61,,,http://www.marches-securises.fr,,,,,False,False,,False,False
08-221808,Commune Le Cheylard,None,Monsieur le Maire,,,Place de l'Hôtel de VilleBP 60,7160,Le Cheylard,,04-75-29-07-10,,04-75-29-12-00,accueil@ville-lecheylard.fr,,,,,,,False,False,,False,False
12-10923,Cté de Communes des Luys en Béarn,None,M. le Président,,,"68, Chemin de Pau",64121,Serres-castet,,05-59-33-72-34,,05-59-33-34-63,contact@cclb64.fr,,,,,,,False,False,,False,False
13-51099,Centre Hospitalier de Pau,None,Jean-François VINET,Direction des Achats et de la Logistique,,"4, boulevard Hauterive",64046,Pau cedex,,,,,,,http://www.achatpublic.com,,http://www.achatpublic.com,,,False,False,,False,False
14-134999,CPAM de l'Eure,None,Le boucher,services generaux,,1 bis place St Taurin,27030,Evreux Cedex,,(+33) -02-32-29-20-71,,,services-generaux@cpam-evreux.cnamts.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
14-148447,MINDEF/SGA/DCSID/ESID Bordeaux,None,Mme BABIN Nathalie,,,Caserne Pelleport - 9 rue de Cursol - CS 21 152,33068,Bordeaux cedex,,05-57-85-15-80,,05-57-85-15-76,nathalie.babin@intradef.gouv.fr,,,,,,,False,False,,False,False
14-166074,EID Méditerranée,None,Mr le Président de l'EID,,,165 avenue Paul Rimbaud,34184,Montpellier cedex 4,,04-67-63-67-63,,04-67-63-54-05,eid.med@eid-med.org,http://www.eid-med.org,https://marches-publics.herault.fr,,,,,False,False,,False,False
14-188193,SEMITAG,None,Service Achats,,,CS 258,38044,Grenoble cédex 9,,04-76-20-66-10,,04-76-20-66-90,achats@semitag.fr,,,,,,,False,False,,False,False
14-194275,Cté d'agglomération du Bassin de Thau,None,Service Commande Publique,Service Commande Publique,,4 avenue d'AiguesBP 600,34110,Frontignan,,04-67-46-47-48,,04-67-46-47-65,marches-publics@thau-agglo.fr,http://www.thau-agglo.fr,http://bassin-thau.marcoweb.fr,,,,,False,False,,False,False
14-55349,Commune de Saint Leu,None,"Monsieur Thierry ROBERT, le Député-Maire",Service des marchés publics,,"58, rue Général Lambert",97436,Saint-leu,RE,(+33) 2-62-34-66-70,,(+33) 2-62-49-87-24,,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,,,False,False,,False,False
