BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
10-241788,Hôpital local de Bourbonne-les-Bains,None,Monsieur le directeur,,,1 rue terrail lemoine,52400,Bourbonne les bains,,03-25-87-70-07,,03-25-87-70-98,,,http://hopitalbourbonne.marcoweb.fr,,,,,False,False,,False,False
10-68206,CCAS de Saint-Denis Réunion,None,VIENNE Gilbert,,,1 Rue Pasteur,97400,Saint-Denis,RE,,,,ccas.finance@saintdenis.re,,http://www.achatpublics.com,,,,,False,False,,False,False
11-179387,M.R.P.I. de la Durance,None,Tanche Patrice,,,18 avenue de Saint Andiol,13440,Cabannes,,04-90-90-42-00,,,direction@mrpi-noves-cabannes.fr,,https://www.boamp.fr/demat/consultation/CONS-11-179387,,,,,False,False,,False,False
11-225590,Centre Hospitalier de Pau,None,Jean-François VINET,,,"4, boulevard Hauterive",64046,Pau cedex,,,,,,,http://www.achatpublic.com,,,,,False,False,,False,False
12-155560,Ville de Verdun,None,Cellule achats,,,11 rue du Président Poincaré,55100,Verdun,,(+33)3-29-83-44-22,,(+33)3-29-83-44-04,demat@ville-verdun.fr,http://www.verdun.fr,http://www.klekoon.com/?organisme=VERDUN,,,,,False,False,,False,False
12-44606,Ctre Départemental Repos et Soins,None,Monsieur le directeur en exercice,,,BP 7046840 rue du stauffen,68020,Colmar,,(+33) 3- 8-9 -80- 4-4 -00,,(+33) 3- 8-9 -80- 4-4 -01,cdrs@cdrs-colmar.fr,,,,,,,False,False,,False,False
12-96554,Commune de Sanguinet,None,M le Maire,,,1 PLACE DE LA MAIRIEBP 13,40460,Sanguinet,,05-58-82-11-97,,,servicestechniques@sanguinet.fr,,http://marchespublics.landespublic.org,,,,,False,False,,False,False
13-31936,Résidence Accueil et Soins du Perron,None,Monsieur le Directeur,,,3160 route d'IzeronBP 36,38160,Saint Sauveur,,,,,,,https://www.boamp.fr/demat/consultation/CONS-13-31936,,,,,False,False,,False,False
13-36184,Centre Hospitalier de Pau,None,Jean-François VINET,,,"4, boulevard Hauterive",64046,Pau,,,,,,,http://www.achatpublic.com,,,,,False,False,,False,False
14-126793,DIR Centre-Est,None,"Madame la Directrice Interdépartementale des Routes Centre Est, par délégation de Monsieur le Préfet coordonnateur des itinéraires routiers (arrêté préfectoral no2015083-006 du 8 avril 2015)",,,Immeuble La Villardière228 rue Garibaldi,69446,LYON Cedex 03,,,,,,http://www.enroute.centre-est.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
